ID,Type,SKU,Name,Description,Tax status,In stock?,Regular price,Categories,Tags,Images,Brands
,simple,K1201EM,SIB K1201EM Plastic Touch Keypad Access Control (without waterproof ),"SIB K1201EM Plastic Touch Keypad Access Control (without waterproof ) is a access control terminals from SIB suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: K1201EM.",taxable,1,18,Access & Attendance Control Hardware > Access Devices > Access Control Terminals,"Access & Attendance Control Hardware, Access Devices, Access Control Terminals, SIB, K1201EM, Tenda, Access Control, Attendance, Jordan",K1201EM-1200x1200.png,SIB
,simple,K16EM,SIB K16EM Standalone Keypad Access Control (without waterproof ) 54 PCS / CNT,"SIB K16EM Standalone Keypad Access Control (without waterproof ) 54 PCS / CNT is a access control terminals from SIB suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: K16EM.",taxable,1,25,Access & Attendance Control Hardware > Access Devices > Access Control Terminals,"Access & Attendance Control Hardware, Access Devices, Access Control Terminals, SIB, K16EM, Tenda, Access Control, Attendance, Jordan",K16EM-1200x1200.png,SIB
,simple,K5EM,SIB K5EM Standalone Keypad Access Control (without waterproof ) 54 PCS / CNT,"SIB K5EM Standalone Keypad Access Control (without waterproof ) 54 PCS / CNT is a access control terminals from SIB suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: K5EM.",taxable,1,26,Access & Attendance Control Hardware > Access Devices > Access Control Terminals,"Access & Attendance Control Hardware, Access Devices, Access Control Terminals, SIB, K5EM, Tenda, Access Control, Attendance, Jordan",K5EM-1-1200x1200.jpg,SIB
,simple,KF5EM-W,SIB KF5EM-W Standalone Access Control,"SIB KF5EM-W Standalone Access Control is a access control terminals from SIB suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: KF5EM-W.",taxable,1,50,Access & Attendance Control Hardware > Access Devices > Access Control Terminals,"Access & Attendance Control Hardware, Access Devices, Access Control Terminals, SIB, KF5EM-W, Tenda, Access Control, Attendance, Jordan",KF5EM-W-1200x1200.png,SIB
,simple,L02B-NO,SIB L02B-NO Electric Strike Lock L02B,"SIB L02B-NO Electric Strike Lock L02B is a electric strikes from SIB suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: L02B-NO.",taxable,1,24,Access & Attendance Control Hardware > Door Locking Hardware > Electric Strikes,"Access & Attendance Control Hardware, Door Locking Hardware, Electric Strikes, SIB, L02B-NO, Tenda, Attendance, Door Lock, Jordan",L02B-NO-1200x1200.png,SIB
,simple,L02C-NO,SIB L02C-NO European Narrow-type and Adjustable Electric Strike lock,"SIB L02C-NO European Narrow-type and Adjustable Electric Strike lock is a electric strikes from SIB suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: L02C-NO.",taxable,1,25,Access & Attendance Control Hardware > Door Locking Hardware > Electric Strikes,"Access & Attendance Control Hardware, Door Locking Hardware, Electric Strikes, SIB, L02C-NO, Tenda, Attendance, Door Lock, Jordan",L02C-NO-1200x1200.png,SIB
,simple,L04A,SIB L04A 2 Line Electric Bolt Lock With Low Temperature And Timer,"SIB L04A 2 Line Electric Bolt Lock With Low Temperature And Timer is a door locking hardware from SIB suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: L04A.",taxable,1,30,Access & Attendance Control Hardware > Door Locking Hardware,"Access & Attendance Control Hardware, Door Locking Hardware, SIB, L04A, Tenda, Attendance, Door Lock, Jordan",L04A-1200x1200.png,SIB
,simple,L04A-C,SIB L04A-C Suitable for glass door totally without frame,"SIB L04A-C Suitable for glass door totally without frame is a access devices from SIB suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: L04A-C.",taxable,1,24,Access & Attendance Control Hardware > Access Devices,"Access & Attendance Control Hardware, Access Devices, SIB, L04A-C, Tenda, Attendance, Jordan",L04A-C-1200x1200.png,SIB
,simple,L180B,SIB L180B 180KG/350lbs Electric Magnetic Lock DC12V Electromagnetic Locks for Electronic Door Access Control System,"SIB L180B 180KG/350lbs Electric Magnetic Lock DC12V Electromagnetic Locks for Electronic Door Access Control System is a em locks from SIB suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: L180B.",taxable,1,15,Access & Attendance Control Hardware > Door Locking Hardware > EM Locks,"Access & Attendance Control Hardware, Door Locking Hardware, EM Locks, SIB, L180B, Tenda, Access Control, Attendance, Door Lock, Jordan",L180B-1200x1200.png,SIB
,simple,L180B-5W,"SIB L180B-5W 5WIRES , 1.074kg Electric Magnetic Lock DC12V Electromagnetic Locks for Electronic Door Access Control System","SIB L180B-5W 5WIRES , 1.074kg Electric Magnetic Lock DC12V Electromagnetic Locks for Electronic Door Access Control System is a em locks from SIB suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: L180B-5W.",taxable,1,20,Access & Attendance Control Hardware > Door Locking Hardware > EM Locks,"Access & Attendance Control Hardware, Door Locking Hardware, EM Locks, SIB, L180B-5W, Tenda, Access Control, Attendance, Door Lock, Jordan",L180B-1200x1200-001.png,SIB
,simple,L180B-L,SIB L180B-L Magnetic Lock L-Bracket,"SIB L180B-L Magnetic Lock L-Bracket is a em locks from SIB suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: L180B-L.",taxable,1,6,Access & Attendance Control Hardware > Door Locking Hardware > EM Locks,"Access & Attendance Control Hardware, Door Locking Hardware, EM Locks, SIB, L180B-L, Tenda, Attendance, Door Lock, Jordan",L180B-L-1200x1200.png,SIB
,simple,L180B-ZL,SIB L180B-ZL Magnetic Lock ZL-Bracket,"SIB L180B-ZL Magnetic Lock ZL-Bracket is a em locks from SIB suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: L180B-ZL.",taxable,1,9,Access & Attendance Control Hardware > Door Locking Hardware > EM Locks,"Access & Attendance Control Hardware, Door Locking Hardware, EM Locks, SIB, L180B-ZL, Tenda, Attendance, Door Lock, Jordan",L180B-L-1200x1200-001.png,SIB
,simple,L280B,SIB L280B 280KGS Electronic Door Lock Electric Magnetic Lock Gate Opener Electromagnetic for Access Control,"SIB L280B 280KGS Electronic Door Lock Electric Magnetic Lock Gate Opener Electromagnetic for Access Control is a em locks from SIB suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: L280B.",taxable,1,23,Access & Attendance Control Hardware > Door Locking Hardware > EM Locks,"Access & Attendance Control Hardware, Door Locking Hardware, EM Locks, SIB, L280B, Tenda, Access Control, Attendance, Door Lock, Jordan",L280B-2-1200x1200.png,SIB
,simple,L280B-5W,SIB L280B-5W 5 wires Electronic Door Lock Electric Magnetic Lock Gate Opener Electromagnetic for Access Control,"SIB L280B-5W 5 wires Electronic Door Lock Electric Magnetic Lock Gate Opener Electromagnetic for Access Control is a em locks from SIB suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: L280B-5W.",taxable,1,28,Access & Attendance Control Hardware > Door Locking Hardware > EM Locks,"Access & Attendance Control Hardware, Door Locking Hardware, EM Locks, SIB, L280B-5W, Tenda, Access Control, Attendance, Door Lock, Jordan",L280B-2-1200x1200-001.png,SIB
,simple,L280B-L,SIB L280B-L L Bracket For Magnetic Lock 280KGS,"SIB L280B-L L Bracket For Magnetic Lock 280KGS is a em locks from SIB suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: L280B-L.",taxable,1,9,Access & Attendance Control Hardware > Door Locking Hardware > EM Locks,"Access & Attendance Control Hardware, Door Locking Hardware, EM Locks, SIB, L280B-L, Tenda, Attendance, Door Lock, Jordan",L500B-ZL-1200x1200.png,SIB
,simple,L280B-U,SIB L280B-U U Bracket for EM Lock 600LBS L280B-U,"SIB L280B-U U Bracket for EM Lock 600LBS L280B-U is a em locks from SIB suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: L280B-U.",taxable,1,6,Access & Attendance Control Hardware > Door Locking Hardware > EM Locks,"Access & Attendance Control Hardware, Door Locking Hardware, EM Locks, SIB, L280B-U, Tenda, Attendance, Door Lock, Jordan",L280B-U-1200x1200.png,SIB
,simple,L280T,SIB L280T Electronic Door Lock Electric Magnetic Lock Gate Opener Electromagnetic for Access Control,"SIB L280T Electronic Door Lock Electric Magnetic Lock Gate Opener Electromagnetic for Access Control is a em locks from SIB suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: L280T.",taxable,1,18,Access & Attendance Control Hardware > Door Locking Hardware > EM Locks,"Access & Attendance Control Hardware, Door Locking Hardware, EM Locks, SIB, L280T, Tenda, Access Control, Attendance, Door Lock, Jordan",L280B-2-1200x1200-002.png,SIB
,simple,L350B-5,SIB L350B-5 Electromagnetic Lock System 350KG,"SIB L350B-5 Electromagnetic Lock System 350KG is a em locks from SIB suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: L350B-5.",taxable,1,38,Access & Attendance Control Hardware > Door Locking Hardware > EM Locks,"Access & Attendance Control Hardware, Door Locking Hardware, EM Locks, SIB, L350B-5, Tenda, Attendance, Door Lock, Jordan",L350B-5-1200x1200.png,SIB
,simple,L350B-L,SIB L350B-L L Bracket For Magnetic Lock 350KG,"SIB L350B-L L Bracket For Magnetic Lock 350KG is a em locks from SIB suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: L350B-L.",taxable,1,8,Access & Attendance Control Hardware > Door Locking Hardware > EM Locks,"Access & Attendance Control Hardware, Door Locking Hardware, EM Locks, SIB, L350B-L, Tenda, Attendance, Door Lock, Jordan",L280B-ZL-1200x1200-001.png,SIB
,simple,L350B-ZL,"SIB L350B-ZL Z & L magnetic lock bracket , 350 Kg","SIB L350B-ZL Z & L magnetic lock bracket , 350 Kg is a em locks from SIB suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: L350B-ZL.",taxable,1,14,Access & Attendance Control Hardware > Door Locking Hardware > EM Locks,"Access & Attendance Control Hardware, Door Locking Hardware, EM Locks, SIB, L350B-ZL, Tenda, Attendance, Door Lock, Jordan",L180B-L-1200x1200-002.png,SIB
,simple,L350D,SIB L350D Double Door Magnetic Lock For Automatic Swing Doors 800LBS 350KGS,"SIB L350D Double Door Magnetic Lock For Automatic Swing Doors 800LBS 350KGS is a em locks from SIB suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: L350D.",taxable,1,49,Access & Attendance Control Hardware > Door Locking Hardware > EM Locks,"Access & Attendance Control Hardware, Door Locking Hardware, EM Locks, SIB, L350D, Tenda, Attendance, Door Lock, Jordan",L350D-1200x1200.png,SIB
,simple,L500B-5W-W,SIB L500B-5W -W WATER PROOF 500kg Holding Force Electromagnetic Lock L500B,"SIB L500B-5W -W WATER PROOF 500kg Holding Force Electromagnetic Lock L500B is a em locks from SIB suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: L500B-5W-W.",taxable,1,75,Access & Attendance Control Hardware > Door Locking Hardware > EM Locks,"Access & Attendance Control Hardware, Door Locking Hardware, EM Locks, SIB, L500B-5W-W, Tenda, Attendance, Door Lock, Jordan",L500B-5W-1200x1200.png,SIB
,simple,L500B-5W,SIB L500B-5W 500kg Holding Force Electromagnetic Lock L500B,"SIB L500B-5W 500kg Holding Force Electromagnetic Lock L500B is a em locks from SIB suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: L500B-5W.",taxable,1,47,Access & Attendance Control Hardware > Door Locking Hardware > EM Locks,"Access & Attendance Control Hardware, Door Locking Hardware, EM Locks, SIB, L500B-5W, Tenda, Attendance, Door Lock, Jordan",L500B-5W-1200x1200-001.png,SIB
,simple,L500B-ZL,SIB L500B-ZL 500KG ZL Bracket For magnetic Lock,"SIB L500B-ZL 500KG ZL Bracket For magnetic Lock is a em locks from SIB suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: L500B-ZL.",taxable,1,25,Access & Attendance Control Hardware > Door Locking Hardware > EM Locks,"Access & Attendance Control Hardware, Door Locking Hardware, EM Locks, SIB, L500B-ZL, Tenda, Attendance, Door Lock, Jordan",L500B-ZL-1200x1200-001.png,SIB
,simple,MF008,SIB MF008 Mifare RFID Card,"SIB MF008 Mifare RFID Card is a rfid cards & tags from SIB suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: MF008.",taxable,1,1,Access & Attendance Control Hardware > Door Accessories > RFID Cards & Tags,"Access & Attendance Control Hardware, Door Accessories, RFID Cards & Tags, SIB, MF008, Tenda, Attendance, Rfid, Jordan",MF008-1200x1200.png,SIB
,simple,OP02,SIB OP02 Door Access Control Metal Exit Button 12 Volt Push Switch,"SIB OP02 Door Access Control Metal Exit Button 12 Volt Push Switch is a exit buttons from SIB suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: OP02.",taxable,1,6,Access & Attendance Control Hardware > Door Accessories > Exit Buttons,"Access & Attendance Control Hardware, Door Accessories, Exit Buttons, SIB, OP02, Tenda, Switch, Access Control, Attendance, Jordan",OP02L-1200x1200.png,SIB
,simple,OP02L,SIB OP02L Zinc Alloy Switch Button And Button Box With LED,"SIB OP02L Zinc Alloy Switch Button And Button Box With LED is a access devices from SIB suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: OP02L.",taxable,1,7,Access & Attendance Control Hardware > Access Devices,"Access & Attendance Control Hardware, Access Devices, SIB, OP02L, Tenda, Switch, Attendance, Jordan",OP02L-1200x1200-001.png,SIB
,simple,OP03,SIB OP03 Metal Door Exit Button Stainless Steel Switch Push Release Button for Home Access Control Lock System,"SIB OP03 Metal Door Exit Button Stainless Steel Switch Push Release Button for Home Access Control Lock System is a exit buttons from SIB suitable for access control, door security, staff attendance, and building entry management in Jordan. Model: OP03.",taxable,1,6,Access & Attendance Control Hardware > Door Accessories > Exit Buttons,"Access & Attendance Control Hardware, Door Accessories, Exit Buttons, SIB, OP03, Tenda, Switch, Access Control, Attendance, Jordan",OP03-1200x1200.png,SIB
